N_splines,chart,size,pc2_var,pc3_var,convex_gap_median,convex_gap_p90,convex_gap_bad_frac,hull_area
24,6,112,0.6462789065251234,0.8240799284319573,0.873003133440899,1.534942713160738,0.0016666666666666668,0.2592893747418083
24,7,114,0.5684406565520048,0.777553459805755,0.8492262968176658,1.5320814796875486,0.0033333333333333335,0.39054810540032675
24,8,80,0.6050983870249376,0.7999271486424031,0.8280310993779356,1.613589369449338,0.0016666666666666668,0.28239978916856223
24,9,106,0.5957234022126084,0.7909032643357212,0.766290615229757,1.438846298304335,0.0,0.44509984941810815
24,10,126,0.5751193472066083,0.7672677512019197,1.0725034639555542,3.5227875587881274,0.15666666666666668,0.24015096892218132
24,11,92,0.5688272840418601,0.7675203780203069,0.6674957035085857,1.6457970338310768,0.006666666666666667,0.31882734842919724
24,12,89,0.6610344052177884,0.8283682496572787,0.9782058441487566,1.863379577385409,0.008333333333333333,0.3127428920640174
24,13,119,0.5281036009344221,0.7284904665391265,0.8202507235906861,1.791321753882105,0.01,0.23221420254794878
24,14,98,0.5777934835571097,0.7833179669482904,0.9257681268433268,1.6045964745791506,0.0016666666666666668,0.38954932193161046
24,15,106,0.7307392564445547,0.8583212578093773,0.9837961509831936,2.1074597210432393,0.02,0.3193236515779778
24,16,140,0.5635397075921753,0.7569144696219398,0.7030616719313991,1.4090189896235552,0.0033333333333333335,0.39819062744496936
24,17,130,0.6007050140195729,0.7639306002048132,0.8646252844294887,1.6935865535754127,0.0033333333333333335,0.30787914191840693
24,18,110,0.6049009580380873,0.7914340702345528,1.1313275177152147,2.078897731723304,0.025,0.33091100862577844
24,19,111,0.6089126819696737,0.7873244949495409,0.9148086459580282,1.8322566762971044,0.021666666666666667,0.4479898092978584
24,20,101,0.5768228414001885,0.8058117472239257,0.8683835562330285,2.085452287754311,0.02666666666666667,0.2644491570849692
24,21,100,0.6185681589272071,0.8515478023214151,0.9723967693612824,1.8946733072139077,0.013333333333333334,0.22190642512850958
24,22,23,0.7871344858059687,0.9142042979355152,1.0422611527537486,1.9642740428701115,0.02,0.4556015327239919
24,23,104,0.556014606283383,0.7613921504549082,0.9517554868805076,1.8467441205010946,0.01,0.32756103194547787
32,0,79,0.5354529850824296,0.7272519845503882,0.969825138167528,1.8538003817248747,0.0033333333333333335,0.24736885419798715
32,1,124,0.5868121750337492,0.7875831634863859,1.0913140356740922,2.1365434606190106,0.006666666666666667,0.24665022252814342
32,2,68,0.7088555617416499,0.8500199660053318,0.7132466974492634,1.2797554947757726,0.0,0.26773214614087076
32,3,104,0.5552718263169868,0.7390401223385759,0.6907543225481491,1.2988778349988725,0.008333333333333333,0.2863701779021935
32,4,116,0.5963945832862227,0.7812588336663929,1.121018651406019,3.0180900352964586,0.10166666666666667,0.24874870754591114
32,5,27,0.7797518681688449,0.89652701658731,0.9501407519450906,1.8814371439381006,0.03,0.4870904368131663
32,6,102,0.6485078702903604,0.7831381988271668,2.208645692897056,6.254400555455583,0.4116666666666667,0.20458101665895667
32,7,96,0.6036458118636312,0.787031267506792,0.9300090325763841,2.0392778849529263,0.006666666666666667,0.2620916496848809
32,8,49,0.6357217840170409,0.7931892024189644,0.8313636442732617,1.6601167937120682,0.0,0.33527907329340056
32,9,73,0.6167822763265038,0.7752864261262337,0.9121739833583338,1.6504819603688377,0.0016666666666666668,0.2710392580681433
32,10,57,0.6190310177040284,0.7620150859773231,0.7535943468184947,1.7836943317420977,0.0016666666666666668,0.17251425759509176
32,11,88,0.6969442120991641,0.8927290222535524,0.766875093547123,1.3778084904877799,0.0,0.25253168493137323
32,12,70,0.5698160840663098,0.7721654427585515,0.8451630710925038,1.8301524834226335,0.0,0.19142646093647775
32,13,104,0.5490151738964401,0.7559722517420827,0.6761970855070966,1.5271904095799629,0.005,0.30145603613816674
32,14,107,0.6224595964673708,0.7942364934518038,1.1536779156841614,2.575522619824994,0.04666666666666667,0.26199398366288623
32,15,77,0.5975826965445534,0.7863633414115682,0.9820820718124808,2.016598097262475,0.021666666666666667,0.24759512578642243
32,16,71,0.6575933178257543,0.8300321543941587,0.8559004886459538,1.7631662305310276,0.0,0.316621971707424
32,17,70,0.5946775957451227,0.7811064285627418,0.9402437313799953,1.8699019502205727,0.0016666666666666668,0.27945237446307153
32,18,72,0.5624070097830882,0.7328940832841573,0.8659896639913307,1.796114225211692,0.0033333333333333335,0.27610373684296796
32,19,69,0.7179691029149919,0.8960930605548905,0.9218918347535716,1.9024552141774247,0.0016666666666666668,0.25185366133799014
32,20,95,0.6154404829704492,0.7925381085411198,1.0039758303251491,2.3175571237664343,0.02666666666666667,0.24472807544847358
32,21,98,0.6142096455759746,0.8085249111871171,0.7928989663860743,1.62958757802354,0.0016666666666666668,0.22414617451693483
